hour,is_raining,traffic_level,surge_multiplier,num_ride_requests
19,0,2,1.2,108
2,0,1,1.2,79
19,0,1,1.2,105
3,0,1,1.2,74
6,0,1,1.5,63
16,1,1,1.0,108
11,0,1,1.5,65
5,0,1,1.2,78
23,0,0,1.0,92
22,1,0,1.2,97
20,0,1,1.2,80
3,0,1,1.0,88
17,0,0,1.2,125
15,0,1,1.5,63
0,0,1,1.0,81
16,0,1,1.2,68
4,0,2,1.0,76
22,0,2,1.0,84
17,0,1,1.5,85
5,0,1,2.0,44
22,0,2,1.2,64
12,0,1,1.2,79
7,0,0,1.0,153
18,1,2,1.2,113
15,1,2,1.5,68
17,0,0,1.0,135
6,0,1,1.2,73
23,0,0,1.5,70
8,0,0,1.0,148
20,0,1,1.0,86
0,0,1,1.2,81
8,1,1,1.2,139
9,0,1,1.2,113
20,1,0,1.0,130
17,1,1,1.2,146
21,0,2,1.0,77
0,0,1,1.0,87
12,0,1,1.0,86
13,0,1,1.0,86
22,0,1,1.5,55
6,0,1,1.0,92
7,1,0,1.2,143
0,1,2,1.5,63
1,0,0,1.5,66
10,1,1,2.0,55
0,0,1,1.0,95
23,0,1,1.0,98
11,0,2,1.2,65
7,0,0,2.0,80
2,0,2,1.0,80
9,0,1,1.2,122
14,0,1,1.0,94
11,1,0,1.2,103
1,1,1,1.0,106
4,0,0,2.0,48
8,0,2,1.5,84
17,0,1,1.5,91
5,0,1,1.0,82
10,0,2,1.5,52
13,0,1,1.2,69
0,0,0,1.5,60
22,0,0,1.5,73
3,0,2,1.2,67
6,1,2,1.0,101
8,0,2,1.2,99
16,1,0,1.5,82
16,0,0,1.2,91
10,0,0,1.5,68
22,0,2,1.2,62
11,1,0,1.5,84
14,0,1,1.2,81
1,1,0,1.5,77
7,0,2,1.0,113
19,0,1,1.2,107
22,0,1,1.0,84
1,0,1,1.0,84
23,1,1,1.0,112
5,0,1,1.0,87
0,0,0,1.2,89
17,0,1,1.2,109
3,0,0,1.5,72
7,0,1,1.0,125
7,0,1,2.0,61
13,1,1,1.0,114
19,1,1,1.0,170
13,0,0,1.5,69
0,0,1,1.2,73
19,0,1,1.0,126
2,0,0,1.2,78
14,0,0,1.0,106
18,0,0,1.0,163
0,1,1,1.0,117
2,1,0,1.0,116
19,0,1,1.0,139
0,0,1,1.5,57
18,0,2,1.2,107
16,0,2,1.2,67
12,0,0,1.5,71
19,0,1,1.2,118
15,0,0,1.2,79
11,0,0,1.2,75
6,0,0,1.2,91
23,1,1,1.2,89
23,0,0,1.0,95
16,1,1,1.0,114
10,0,2,1.0,74
21,0,1,1.2,75
7,1,1,1.2,132
9,0,1,1.2,104
15,1,1,1.0,111
9,0,1,1.5,96
23,1,1,1.2,97
7,0,1,1.0,136
4,0,1,1.0,81
16,0,0,1.2,81
12,0,1,1.0,90
9,0,1,1.0,147
9,0,2,1.0,118
20,0,0,2.0,48
22,0,1,1.0,97
11,0,1,1.0,88
11,1,2,1.2,87
6,0,0,1.0,96
10,0,0,1.5,69
19,0,0,1.2,133
23,0,0,1.2,89
11,0,2,1.0,76
3,1,1,1.2,98
17,0,1,1.0,141
9,0,2,1.0,111
19,1,0,1.0,189
1,1,2,1.0,102
0,1,1,1.2,84
13,1,0,1.0,112
16,0,1,1.0,83
3,0,2,1.0,79
8,0,1,1.2,117
6,0,2,1.0,78
20,0,2,1.0,72
21,1,1,1.2,87
16,0,0,1.2,86
2,0,0,1.5,61
0,0,1,1.2,75
9,0,1,1.0,137
4,0,0,1.2,85
3,1,2,1.0,93
18,1,2,2.0,78
5,0,1,2.0,49
5,0,1,1.5,64
8,0,1,1.0,124
19,0,0,1.5,95
8,0,0,2.0,70
14,0,1,2.0,40
19,0,1,2.0,72
7,1,1,1.2,126
23,0,1,1.0,87
1,0,1,1.2,73
9,1,0,1.0,189
13,0,1,1.5,59
23,1,1,1.0,105
1,1,0,1.0,114
23,0,0,1.0,100
21,0,0,1.2,76
12,0,0,1.2,85
18,1,0,1.2,159
6,0,0,1.0,108
11,0,0,1.0,102
5,0,1,2.0,47
2,0,0,2.0,47
4,0,1,1.0,90
3,0,2,1.0,76
13,0,1,2.0,49
5,0,1,1.0,87
16,1,0,1.5,75
16,0,1,1.0,94
23,0,1,2.0,44
12,0,2,1.0,74
23,0,1,1.0,95
11,1,1,1.2,89
23,0,1,1.0,95
1,0,1,1.0,94
13,0,1,1.0,91
4,0,1,1.2,78
7,0,1,1.0,144
14,0,1,1.2,74
8,0,0,1.0,163
15,0,1,1.0,84
12,0,1,1.0,98
21,1,2,1.5,60
14,0,0,1.0,100
3,0,0,1.2,82
15,0,2,1.0,72
11,0,0,2.0,46
19,1,1,1.0,172
21,1,0,1.0,114
11,0,2,1.2,60
14,0,0,1.2,88
4,0,0,1.5,72
0,0,1,2.0,45
19,0,0,1.2,127
2,1,1,1.2,83
7,1,1,1.0,176
6,0,1,1.0,84
12,0,2,1.0,80
9,0,1,1.0,147
16,1,0,1.0,118
10,0,0,1.5,61
7,0,1,1.2,106
22,0,1,1.0,82
14,0,2,1.2,65
11,0,0,1.0,101
17,0,0,1.2,123
9,1,1,1.0,156
11,0,0,1.5,62
3,0,0,1.0,103
14,1,2,1.0,104
17,1,1,1.2,130
12,0,0,1.2,83
23,0,1,1.0,83
16,0,0,1.2,76
0,0,0,1.0,93
23,1,0,1.0,110
4,0,1,1.0,92
16,0,1,1.0,92
19,0,0,1.5,109
17,0,0,1.2,137
8,0,1,1.5,88
9,0,1,1.2,106
21,0,2,1.0,79
16,0,0,1.5,71
0,0,1,2.0,46
3,0,0,1.5,68
17,0,0,1.0,155
14,0,1,2.0,41
14,0,1,2.0,43
0,1,1,1.5,67
21,0,0,1.2,90
23,0,2,1.0,75
0,0,0,1.0,93
10,0,0,1.2,90
10,0,1,1.5,65
5,0,2,1.0,83
0,0,2,1.0,87
13,0,0,1.0,91
23,1,0,1.2,104
5,1,1,1.0,101
16,0,1,1.2,73
8,0,1,1.5,86
16,0,0,1.2,89
13,1,0,1.2,92
18,0,0,1.0,144
7,0,2,1.0,126
23,0,1,1.0,94
22,0,2,1.2,67
11,0,1,1.0,95
1,0,1,1.2,68
2,0,0,1.2,75
20,0,2,1.0,73
12,0,2,1.0,85
4,0,0,1.0,99
17,0,0,1.2,122
0,0,0,1.0,94
4,0,2,1.0,74
20,0,0,1.0,101
11,0,0,1.0,102
18,0,2,1.0,109
23,0,1,1.0,82
5,0,2,2.0,41
1,0,1,2.0,44
1,1,1,1.5,69
19,0,2,1.5,79
12,0,1,1.0,84
13,0,1,1.0,81
5,0,1,1.0,87
11,0,2,1.0,77
12,0,2,1.0,78
23,0,0,1.2,83
7,0,0,2.0,79
13,0,1,2.0,48
17,0,0,1.2,116
3,0,1,1.0,88
5,0,1,1.0,81
21,0,0,1.0,102
5,0,2,2.0,38
14,0,2,1.5,52
23,0,2,1.0,73
23,0,0,1.5,71
12,0,0,1.2,87
6,0,1,1.0,83
12,1,1,1.0,97
20,0,0,1.0,92
5,0,0,1.0,99
5,0,1,1.0,95
13,0,1,1.0,93
2,1,1,1.5,73
10,0,1,1.2,79
12,1,1,1.0,108
2,0,1,1.0,92
11,0,1,1.0,96
22,0,1,1.0,90
21,0,0,1.0,102
20,0,2,1.2,68
21,0,1,1.0,97
21,0,1,1.0,89
19,0,1,1.2,103
4,0,0,1.0,107
12,0,0,1.2,75
22,1,0,1.0,109
10,0,1,1.5,56
16,1,2,1.0,87
9,0,1,1.0,135
11,0,1,1.5,64
5,0,1,1.5,56
4,0,2,1.0,72
21,0,1,1.0,85
0,0,1,1.0,86
19,1,0,1.0,193
23,1,0,1.0,123
19,0,1,1.0,125
14,0,0,1.5,63
15,0,2,1.2,68
9,0,1,1.0,122
23,0,1,1.5,62
7,0,1,1.2,120
1,0,1,1.2,80
21,0,1,1.0,82
6,0,1,1.0,95
22,1,0,1.2,100
0,0,1,1.2,75
19,0,2,1.5,81
22,0,0,1.2,81
5,0,1,1.0,93
12,1,0,1.0,115
11,1,0,1.0,125
18,0,1,1.5,97
16,0,1,1.0,83
4,0,1,1.0,89
23,0,2,1.2,60
14,1,0,1.2,98
13,0,1,1.2,74
2,0,1,1.2,78
4,0,2,1.0,77
13,0,0,1.2,89
7,0,0,1.0,146
10,0,2,1.2,67
14,0,1,1.2,71
12,0,2,1.2,62
4,0,1,1.0,92
12,1,1,1.2,88
2,0,1,1.0,92
12,0,2,1.0,81
10,0,0,1.0,99
8,0,0,1.0,144
3,1,1,1.0,101
16,0,0,1.0,93
14,1,1,2.0,54
17,1,2,1.0,138
15,0,2,1.2,67
23,0,0,1.0,105
1,1,1,1.2,90
5,1,1,1.5,71
11,0,0,1.0,109
4,1,1,1.2,87
23,0,2,1.2,60
16,1,0,1.2,107
18,0,1,1.0,127
11,0,0,1.5,67
4,0,2,1.2,72
23,0,0,1.0,104
6,0,1,1.0,96
1,1,1,1.2,88
11,0,1,1.2,74
22,0,0,1.0,91
4,0,1,1.2,77
21,0,1,1.2,78
7,0,1,1.2,113
4,0,1,1.5,64
15,1,0,1.0,110
8,0,1,1.0,123
0,0,1,1.2,69
4,0,1,1.5,64
0,0,1,1.2,70
16,1,0,1.0,109
0,0,1,2.0,47
14,0,0,1.0,103
4,0,1,1.5,55
8,0,0,2.0,78
17,0,0,1.0,143
5,0,0,1.5,60
20,1,1,1.0,97
11,0,2,1.0,73
13,0,1,1.0,95
6,1,1,1.0,105
6,0,0,1.2,81
18,1,1,1.0,171
5,0,1,1.0,92
2,0,2,1.0,86
15,0,1,1.5,54
15,1,1,1.5,67
17,0,1,1.0,144
4,0,1,1.0,98
19,0,2,1.2,95
3,0,1,1.2,68
15,0,0,1.2,75
3,0,0,1.2,75
23,1,1,1.0,111
12,1,1,1.0,102
13,0,1,1.0,87
16,0,1,1.0,87
2,0,2,1.2,63
2,1,1,1.5,67
16,0,1,2.0,45
12,0,0,1.5,60
20,1,2,1.0,95
19,0,1,1.2,110
9,0,1,1.2,107
23,0,0,1.5,61
11,0,2,1.0,82
8,0,2,2.0,61
20,0,1,1.2,78
0,0,1,1.0,90
3,0,1,1.0,90
18,0,2,1.0,113
5,0,1,1.2,73
14,0,0,1.0,100
17,0,1,1.5,82
4,0,1,1.0,93
7,1,1,1.5,117
10,0,1,1.5,65
4,0,2,1.0,84
20,0,2,1.0,84
7,0,1,1.5,83
10,0,1,1.5,57
20,0,1,1.2,78
19,0,0,1.0,136
9,0,1,1.2,103
8,0,1,2.0,69
1,0,1,1.0,88
16,0,1,1.2,77
3,0,0,1.5,63
11,0,2,1.2,61
18,0,0,1.0,159
18,0,1,1.5,95
18,1,2,1.2,119
6,0,1,1.5,64
12,0,2,1.2,62
1,0,0,1.0,97
7,0,0,1.5,94
5,0,0,1.5,61
10,0,2,1.0,82
8,0,0,1.0,152
7,1,1,2.0,80
19,0,1,1.0,144
23,0,2,2.0,39
19,0,0,1.0,148
14,0,0,1.0,103
20,0,1,1.0,81
10,0,1,1.0,86
14,0,1,1.2,80
22,0,1,1.0,83
21,0,2,1.2,70
4,0,0,1.0,102
15,0,0,2.0,53
1,0,0,1.0,91
14,0,0,2.0,52
4,0,2,1.2,70
14,1,1,1.0,97
22,0,0,1.0,104
10,0,1,1.0,89
5,0,1,1.2,67
5,0,1,1.0,92
4,0,0,1.0,94
0,1,1,1.0,118
19,0,2,1.2,109
6,0,1,1.0,81
15,0,1,1.5,55
16,0,2,1.0,80
14,0,0,1.0,102
19,0,0,2.0,76
21,0,1,1.0,93
9,1,1,1.5,100
7,0,2,1.5,76
22,0,1,2.0,45
8,0,0,1.0,139
22,1,1,1.2,95
18,0,1,1.0,142
9,0,2,2.0,62
19,1,2,1.2,115
2,1,1,1.2,91
10,0,1,1.0,81
10,0,1,1.0,91
7,1,1,1.2,122
9,0,1,1.0,127
8,0,0,1.0,145
9,0,1,1.2,115
9,0,2,1.5,75
17,0,1,1.2,104
4,0,0,1.0,99
4,0,1,1.0,94
6,0,2,1.2,65
19,0,1,1.5,96
19,0,0,1.5,108
7,1,0,1.0,187
16,0,1,1.2,79
5,0,1,1.0,90
12,0,2,1.5,54
12,0,1,1.2,68
12,0,0,1.5,67
15,0,1,1.0,90
1,1,0,1.0,121
4,0,0,1.0,94
9,0,1,1.0,131
9,1,0,1.5,130
10,0,0,1.0,107
19,1,1,1.2,133
23,0,1,1.5,59
8,1,1,1.2,142
12,0,1,2.0,44
12,0,1,1.0,91
1,0,1,1.0,96
4,0,0,2.0,46
4,0,0,1.0,104
11,0,1,2.0,49
19,0,0,2.0,68
7,1,1,1.2,122
5,0,1,1.0,93
17,0,1,1.2,111
7,0,1,1.0,126
20,1,1,1.0,108
22,0,0,1.0,107
19,0,0,1.0,150
1,0,1,1.2,81
9,0,0,2.0,76
19,0,1,1.5,84
5,0,1,1.0,96
4,0,0,1.0,97
15,0,1,2.0,45
2,0,0,1.0,97
22,1,1,1.0,106
3,1,2,1.0,89
0,0,2,1.0,82
13,0,2,1.0,77
13,1,1,1.2,87
23,0,0,1.2,78
18,0,1,1.2,108
5,1,0,1.5,85
11,0,0,1.2,90
17,1,0,1.0,177
8,1,1,1.0,170
19,0,0,1.2,135
22,1,2,1.2,76
12,0,1,1.2,69
18,0,0,1.0,142
12,0,1,1.0,97
18,1,1,1.0,155
18,0,2,1.0,120
20,1,0,1.0,131
9,0,1,1.0,134
5,0,1,1.0,87
2,0,1,1.0,97
15,0,1,1.0,82
8,0,1,1.0,140
16,1,1,1.0,106
22,0,0,1.0,105
8,0,2,1.5,79
4,0,0,1.2,88
18,0,1,1.2,110
14,1,1,1.0,100
9,0,1,1.0,132
3,1,0,1.2,92
23,0,1,1.5,54
11,0,1,1.5,56
13,1,1,1.2,88
14,1,1,1.2,83
18,0,0,1.2,129
4,0,2,1.0,82
11,1,2,2.0,50
2,0,2,2.0,37
14,0,1,1.2,73
14,0,2,1.0,82
11,0,1,1.5,58
14,0,1,1.0,87
5,0,1,1.2,72
16,1,1,1.5,71
22,1,0,1.0,117
14,0,2,1.0,80
14,0,1,1.0,98
10,0,1,1.5,59
21,0,1,2.0,47
11,1,0,1.0,124
21,0,2,1.0,80
18,0,1,2.0,70
0,0,2,1.2,68
15,0,1,1.0,82
10,0,1,1.0,94
0,0,1,2.0,48
22,0,1,1.0,95
3,1,0,2.0,58
5,0,2,1.2,72
3,0,0,1.2,76
23,0,2,1.0,78
1,0,1,1.0,81
16,0,1,1.5,58
0,0,0,1.0,90
12,1,1,1.2,94
11,0,1,1.0,85
22,0,0,1.2,84
1,0,1,1.5,61
18,1,0,1.0,173
11,0,1,1.0,85
3,0,1,1.2,75
17,0,2,1.5,75
1,0,2,1.0,74
0,0,1,1.5,62
23,1,2,1.2,77
12,1,1,1.0,106
23,0,0,1.0,108
4,0,2,1.2,61
18,0,1,1.2,102
0,1,1,1.2,88
1,0,1,1.0,92
13,1,0,1.0,119
8,0,0,1.2,112
7,0,0,1.2,122
10,0,1,1.0,89
3,0,1,1.0,98
2,0,1,1.5,54
4,0,0,1.0,103
23,0,1,1.0,88
13,1,1,1.2,96
9,0,1,1.0,139
5,0,0,1.0,97
9,1,1,1.2,138
10,1,0,2.0,59
19,0,1,1.0,140
7,0,0,1.0,158
3,0,0,1.0,103
20,0,2,1.0,77
17,1,0,1.5,108
19,1,0,2.0,83
13,1,0,1.0,119
2,0,2,1.0,81
11,0,1,1.5,55
14,0,2,1.5,52
23,0,1,1.0,86
7,0,0,2.0,68
13,0,0,1.2,80
22,0,1,2.0,46
5,0,2,1.0,84
13,0,2,1.5,56
3,1,1,1.0,108
19,0,1,1.2,103
5,1,1,2.0,55
15,1,1,1.0,98
16,0,0,1.0,98
1,1,1,1.0,111
17,0,1,1.0,124
12,1,1,1.0,110
19,1,1,1.2,139
15,1,1,1.2,97
20,0,1,1.2,70
12,1,1,1.0,114
13,1,0,1.2,96
17,1,2,1.0,140
7,0,2,1.2,109
4,0,0,1.2,83
23,0,1,1.0,96
8,0,1,1.0,140
14,0,1,1.0,88
8,1,1,1.0,147
19,0,2,1.5,79
9,0,1,1.0,131
17,0,0,1.2,125
13,0,1,1.0,94
17,0,0,1.0,151
15,0,1,1.0,93
4,0,1,1.0,93
9,0,1,1.0,142
19,0,0,1.0,154
5,0,1,1.5,64
8,0,1,1.0,129
22,0,0,1.2,88
15,0,1,1.0,92
10,0,1,1.2,76
19,0,1,1.2,105
22,0,1,1.2,80
17,0,1,1.5,91
4,0,2,1.5,49
8,0,0,1.0,136
10,0,0,1.0,99
8,0,1,1.5,86
3,0,0,1.5,63
7,0,2,2.0,54
4,1,1,1.5,68
2,0,2,1.0,87
21,0,1,1.0,91
3,1,1,1.0,108
15,0,1,1.0,90
12,0,1,1.0,94
2,0,1,1.5,62
3,1,2,1.2,75
0,1,0,1.0,120
7,0,0,1.0,156
8,0,1,1.0,133
21,1,1,1.0,108
4,1,1,1.2,82
11,1,0,1.0,108
8,0,1,1.0,142
3,0,1,1.0,94
16,0,0,1.0,100
11,0,2,1.0,85
12,0,1,1.2,79
10,0,1,1.0,87
22,0,1,1.2,74
16,1,0,1.2,99
14,0,1,1.2,67
8,0,1,1.0,121
3,0,0,1.0,106
11,0,1,1.0,98
2,0,2,2.0,42
19,0,1,1.5,82
16,1,1,1.0,110
21,0,1,1.0,92
6,0,1,1.0,85
6,0,1,1.0,89
20,0,1,1.5,54
11,1,1,1.2,89
20,0,0,1.5,63
21,0,1,2.0,42
9,1,1,1.0,177
7,0,0,1.2,129
8,0,0,1.5,107
13,0,1,1.2,69
5,0,0,1.0,94
18,0,0,2.0,81
21,1,1,1.2,86
14,0,1,1.0,96
19,1,0,1.2,157
19,0,2,1.0,108
6,1,1,1.2,83
21,1,1,1.0,109
23,0,0,1.0,108
7,0,1,1.0,137
2,0,1,1.5,62
10,0,1,1.5,62
3,0,0,1.5,61
1,0,0,1.2,88
0,0,1,2.0,47
6,0,0,1.0,96
23,0,0,1.5,66
11,0,1,1.2,74
7,0,0,1.2,132
12,0,0,1.0,109
5,0,0,1.2,89
6,0,2,1.0,79
23,1,0,1.2,96
19,0,1,2.0,63
23,0,1,1.2,77
5,0,2,1.2,65
11,1,2,1.0,89
6,0,0,1.5,60
9,0,0,2.0,76
6,1,1,1.0,116
23,0,0,1.0,96
14,0,2,1.2,62
20,0,1,1.5,60
1,0,2,1.2,70
7,0,1,1.0,122
16,0,1,1.0,96
15,0,1,1.2,82
12,1,0,1.0,118
17,0,1,2.0,72
20,1,2,1.2,78
3,0,1,1.0,82
11,0,0,2.0,50
10,0,1,1.2,70
1,0,0,1.5,62
19,0,1,2.0,71
22,0,1,1.5,55
20,0,0,2.0,47
15,0,0,1.0,97
12,1,0,1.0,129
3,0,2,2.0,40
1,0,0,1.2,75
17,1,1,1.5,103
0,0,0,1.2,76
21,1,1,1.5,75
5,1,0,1.0,112
19,0,1,1.0,127
19,1,1,2.0,74
18,1,0,1.0,186
9,0,2,1.0,120
8,1,2,2.0,68
16,0,0,2.0,52
14,1,0,1.2,101
1,0,1,1.2,70
16,0,1,2.0,40
6,0,0,1.0,91
15,0,1,1.2,72
16,0,0,1.5,61
0,1,1,1.2,85
21,0,1,1.2,68
21,1,1,1.5,65
15,0,2,1.0,76
20,1,0,1.2,100
3,0,0,1.0,96
15,0,1,1.0,82
23,0,1,1.5,54
2,0,2,1.5,50
0,1,0,1.0,124
16,0,1,1.2,77
4,0,0,1.0,107
2,0,2,1.0,86
18,1,1,1.0,170
10,0,1,1.0,81
14,0,1,1.2,69
1,0,1,1.5,62
21,0,1,1.2,79
6,0,1,2.0,46
17,1,0,1.0,175
0,0,1,1.2,70
7,1,1,2.0,83
15,0,1,1.0,88
14,0,1,1.5,58
3,0,2,1.0,79
12,0,0,2.0,53
11,0,1,1.5,61
8,0,0,1.2,126
12,0,1,1.5,57
10,0,1,1.2,72
11,1,0,1.0,131
3,0,1,1.0,89
2,0,2,1.2,63
4,1,0,1.2,104
5,0,0,2.0,52
3,0,2,1.2,65
0,1,1,1.2,95
22,0,1,1.0,96
4,0,1,1.0,95
1,0,0,1.0,91
13,0,0,1.2,88
10,0,0,1.0,98
8,1,0,1.2,138
7,0,0,2.0,80
6,0,2,1.5,53
14,0,1,1.0,96
8,0,0,1.5,101
9,0,1,2.0,65
17,0,2,1.0,121
18,0,0,1.5,109
21,0,2,1.0,81
1,1,1,1.2,95
21,0,1,1.2,80
13,1,1,1.2,88
20,0,1,1.5,55
9,0,1,1.2,123
4,0,1,1.0,96
4,0,2,1.2,67
1,1,1,1.0,117
21,0,1,2.0,46
12,0,2,1.0,81
6,0,1,1.0,92
20,0,1,1.0,95
14,0,1,1.5,57
20,0,0,2.0,48
14,0,1,1.0,81
5,1,1,1.0,114
6,0,0,1.0,95
3,1,0,1.5,75
3,0,0,1.0,99
0,0,2,1.0,85
10,0,0,1.0,101
4,0,1,1.0,96
1,0,0,1.2,75
4,0,0,2.0,46
4,0,1,1.2,78
19,0,2,1.0,114
12,0,1,1.0,97
11,1,2,1.0,100
9,0,2,2.0,62
12,0,0,1.0,90
8,0,1,1.0,140
4,0,1,1.0,90
5,0,1,1.2,70
16,1,2,1.0,97
4,0,1,1.2,69
10,0,0,2.0,49
5,0,1,1.0,84
8,0,1,1.0,121
11,0,1,1.2,73
3,0,0,1.0,97
17,0,0,1.2,125
14,0,2,1.5,58
3,0,1,1.2,68
13,0,0,1.0,94
17,1,0,1.5,118
16,0,0,1.2,80
1,0,0,1.5,67
20,1,2,2.0,50
18,0,2,1.0,118
21,0,0,1.0,96
13,0,1,1.0,85
3,0,1,1.0,95
1,1,0,1.2,91
12,0,1,1.2,74
6,0,0,1.0,97
21,0,1,1.5,61
7,0,2,1.0,121
9,1,2,1.0,139
20,0,1,1.0,82
2,0,2,1.2,61
3,0,1,1.0,93
20,0,1,1.5,59
20,0,0,1.2,88
5,1,0,1.5,86
19,1,1,1.2,139
6,0,2,1.0,86
6,0,1,1.0,81
21,1,1,1.0,108
16,0,0,1.2,79
5,0,2,2.0,37
18,0,1,1.5,86
17,0,1,1.0,143
11,1,2,1.0,98
18,0,2,1.5,84
10,0,1,1.2,74
16,0,1,1.0,85
2,0,0,1.5,66
14,0,2,1.2,62
4,0,0,1.5,73
3,0,2,1.5,56
0,0,0,1.2,76
20,1,2,1.2,87
2,1,1,1.2,83
9,0,1,1.0,139
12,0,0,2.0,48
6,0,1,2.0,45
13,0,1,1.0,93
12,0,0,1.5,64
23,0,1,2.0,41
20,0,2,1.0,82
23,0,0,1.0,90
21,0,1,1.2,70
21,0,0,1.0,90
4,1,2,2.0,50
10,0,0,1.0,107
21,0,0,1.0,96
13,0,2,1.2,64
0,1,1,1.5,66
23,0,0,1.0,90
4,0,1,1.0,85
23,0,1,1.0,96
2,0,1,1.2,76
21,0,1,1.2,67
0,0,1,1.2,76
16,0,2,1.5,48
19,0,1,1.0,132
11,0,1,1.2,81
12,0,1,1.0,92
5,0,0,1.5,68
2,0,0,1.2,86
10,0,0,1.0,92
10,0,1,2.0,41
20,0,1,2.0,43
9,0,1,1.0,126
10,0,1,1.5,54
15,0,0,1.5,64
19,0,0,1.2,124
9,0,2,1.0,109
11,1,0,1.0,131
18,0,1,1.0,142
8,0,0,1.0,157
3,0,0,1.0,107
14,1,0,1.2,101
22,1,2,1.0,94
20,1,0,1.0,119
6,1,0,1.0,112
4,0,1,1.2,73
18,0,1,1.0,143
21,0,2,1.0,80
14,0,0,2.0,46
5,0,1,1.0,96
19,0,1,1.2,115
14,1,1,2.0,55
16,1,0,1.0,131
18,0,0,1.0,162
2,0,0,1.2,77
17,1,1,1.5,113
9,0,0,2.0,81
14,0,2,1.0,85
17,0,1,1.0,145
23,0,1,1.0,95
14,0,1,2.0,49
23,1,0,1.5,76
18,0,1,2.0,62
19,0,0,1.0,137
4,0,2,1.0,85
10,0,1,2.0,44
8,0,0,1.0,142
4,0,1,1.2,77
10,0,0,1.0,90
21,1,1,1.2,84
6,0,2,2.0,39
1,1,2,1.2,75
19,0,1,1.0,130
21,0,1,2.0,41
19,0,0,1.0,135
20,1,0,1.0,119
18,0,2,1.2,91
17,0,1,1.0,140
15,0,2,1.0,72
0,1,2,1.2,84
2,0,1,1.2,68
8,1,1,2.0,88
16,1,1,1.0,105
7,0,1,1.0,129
20,0,0,1.2,80
15,0,1,1.2,71
11,0,0,1.2,77
3,0,1,1.2,79
4,0,0,1.0,99
6,1,1,1.2,82
23,0,1,1.0,95
17,0,1,1.2,120
21,0,2,1.2,72
19,1,1,1.0,147
13,0,1,1.2,74
7,0,1,2.0,68
12,0,2,1.0,85
3,0,1,1.0,92
11,0,0,1.0,99
2,0,2,1.0,84
4,1,1,1.5,71
3,1,0,1.5,76
14,1,2,1.0,97
4,0,0,1.5,66
8,0,1,1.0,134
13,0,1,1.2,70
15,0,1,1.2,80
2,1,0,1.0,109
14,0,0,1.2,75
17,1,2,1.5,89
17,0,1,2.0,62
13,0,1,1.0,96
6,0,1,2.0,47
19,1,1,1.2,129
5,0,0,1.2,79
15,0,0,1.0,98
21,0,2,1.2,66
18,0,0,1.0,144
8,0,2,1.0,129
19,0,2,1.0,109
0,0,1,1.0,98
17,0,1,1.2,114
20,0,0,1.2,90
13,0,1,1.0,93
13,0,1,1.2,69
7,0,1,1.5,93
22,0,0,1.0,109
16,0,1,1.0,89
17,0,1,1.0,145
14,0,1,1.2,82
9,0,2,1.2,96
19,0,1,1.2,110
15,0,0,1.2,79
6,1,0,1.0,130
16,1,0,1.5,82
4,1,0,1.0,126
17,0,1,1.2,105
13,1,0,1.0,118
17,0,0,1.0,154
17,0,0,1.0,157
14,0,1,1.2,77
10,0,2,1.0,83
4,0,2,1.0,81
15,0,0,1.5,62
7,0,2,1.0,121
12,0,1,1.2,80
21,1,1,2.0,49
16,1,1,1.5,68
8,0,2,1.2,98
14,1,1,1.0,98
6,0,0,1.5,65
17,0,1,1.0,132
13,0,1,1.0,95
7,0,0,2.0,82
1,0,1,1.0,84
17,0,1,1.2,105
3,0,0,1.0,108
23,0,2,1.5,57
22,1,2,1.2,87
1,0,1,1.5,64
9,0,0,1.2,126
5,0,1,1.0,91
10,0,1,2.0,44
19,0,1,1.0,121
9,1,0,1.5,119
16,0,1,1.5,64
23,0,1,1.2,69
7,0,1,1.2,105
5,0,0,1.0,93
15,0,1,1.2,67
9,0,1,1.2,104
22,1,2,1.0,95
18,0,1,1.5,95
3,1,1,1.0,98
1,0,1,1.5,59
19,0,0,2.0,80
1,0,0,2.0,54
11,0,1,1.5,54
3,1,1,1.5,74
15,1,2,1.5,66
1,0,2,1.2,72
15,0,0,1.0,90
14,1,0,1.0,127
13,0,1,1.2,76
10,0,0,1.2,76
14,1,1,1.0,104
23,1,0,2.0,60
5,0,2,1.0,72
23,0,1,1.0,93
15,0,0,1.5,71
0,1,1,1.2,90
10,0,1,1.0,93
13,0,1,1.0,92
1,1,1,1.2,82
23,0,2,1.0,77
15,0,1,1.0,96
3,0,2,1.5,56
13,0,0,1.0,96
15,0,1,1.0,90
14,0,1,1.0,97
1,1,1,1.0,118
12,0,1,1.0,95
16,0,1,1.0,85
19,0,2,1.0,110
9,0,1,1.2,121
14,0,0,1.0,103
16,0,1,1.0,96
7,0,1,1.5,82
1,0,1,1.2,75
23,0,1,1.2,80
0,1,1,1.0,98
22,0,1,1.2,81
22,0,2,1.0,82
4,0,0,1.0,97
2,0,0,1.0,103
21,0,2,1.2,69
10,0,1,1.0,92
15,0,0,1.2,87
20,0,0,1.0,92
8,1,2,1.0,145
3,0,1,1.2,72
8,0,2,1.0,111
13,0,2,1.2,69
9,0,0,1.2,127
21,0,2,1.0,87
15,0,1,1.2,80
8,0,2,2.0,58
2,1,1,1.2,95
0,1,1,1.0,101
21,0,1,1.0,89
19,0,1,1.5,88
10,0,2,1.0,81
